date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:29:16	108690/108690	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-1a892%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html	(from )
19:29:17	125/125	---MCZ	200	added ('OK')	text/plain	date:Fri,%2006%20Sep%202024%2016:29:16%20GMT	https://codescandy.com/robots.txt		(from )
19:29:17	12429/12429	---MCZ	200	added ('OK')	text/css	etag:W/%22644629cd-308d%22	https://codescandy.com/geeks-bootstrap-5/assets/fonts/feather/feather.css	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/fonts/feather/feather.css	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:18	93729/93729	---MCZ	200	added ('OK')	text/css	etag:W/%22644629ce-16e21%22	https://codescandy.com/geeks-bootstrap-5/assets/libs/bootstrap-icons/font/bootstrap-icons.css	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/libs/bootstrap-icons/font/bootstrap-icons.css	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:19	339252/339252	---MCZ	200	added ('OK')	text/css	etag:W/%22644629cd-52d34%22	https://codescandy.com/geeks-bootstrap-5/assets/libs/@mdi/font/css/materialdesignicons.min.css	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/libs/@mdi/font/css/materialdesignicons.min.css	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:19	3269/3269	---MCZ	200	added ('OK')	text/css	etag:W/%22644629ce-cc5%22	https://codescandy.com/geeks-bootstrap-5/assets/libs/simplebar/dist/simplebar.min.css	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/libs/simplebar/dist/simplebar.min.css	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:20	765818/765818	---MCZ	200	added ('OK')	text/css	etag:W/%22644629cd-baf7a%22	https://codescandy.com/geeks-bootstrap-5/assets/css/theme.min.css	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/css/theme.min.css	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:21	68814/68814	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-10cce%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/product-grid.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/product-grid.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:21	77070/77070	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-12d0e%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/product-grid-with-sidebar.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/product-grid-with-sidebar.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:21	76266/76266	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-129ea%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/product-single.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/product-single.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:21	76173/76173	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-1298d%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/product-single-v2.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/product-single-v2.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:21	58157/58157	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-e32d%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/add-product.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/add-product.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:22	59664/59664	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-e910%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/shopping-cart.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/shopping-cart.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:22	79383/79383	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-13617%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/checkout.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/checkout.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:22	104533/104533	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-19855%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/order.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/order.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:22	65117/65117	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-fe5d%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/order-single.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/order-single.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:23	56493/56493	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-dcad%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/order-history.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/order-history.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:23	56350/56350	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-dc1e%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/order-summary.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/order-summary.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:23	71484/71484	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-1173c%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/customers.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/customers.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:23	60888/60888	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-edd8%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/customer-single.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/customer-single.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:23	55220/55220	---MCZ	200	added ('OK')	text/html	etag:W/%22644629ce-d7b4%22	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/add-customer.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/add-customer.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:24	2421/2421	---M--	200	added ('OK')	image/png	etag:%22644629cd-975%22	https://codescandy.com/geeks-bootstrap-5/assets/images/background/giftbox.png	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/images/background/giftbox.png	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:24	54682/54682	---M--	200	added ('OK')	image/jpeg	etag:%22644629cd-d59a%22	https://codescandy.com/geeks-bootstrap-5/assets/images/avatar/avatar-1.jpg	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/images/avatar/avatar-1.jpg	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:26	76940/76940	---M--	200	added ('OK')	image/jpeg	etag:%22644629cd-12c8c%22	https://codescandy.com/geeks-bootstrap-5/assets/images/avatar/avatar-2.jpg	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/images/avatar/avatar-2.jpg	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:26	71426/71426	---M--	200	added ('OK')	image/jpeg	etag:%22644629cd-11702%22	https://codescandy.com/geeks-bootstrap-5/assets/images/avatar/avatar-3.jpg	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/images/avatar/avatar-3.jpg	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:28	62022/62022	---M--	200	added ('OK')	image/jpeg	etag:%22644629cd-f246%22	https://codescandy.com/geeks-bootstrap-5/assets/images/avatar/avatar-4.jpg	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/images/avatar/avatar-4.jpg	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:28	17236/17236	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Sep%202024%2016:29:27%20GMT	https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/admin-dashboard.html	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/admin-dashboard.html	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:29	311826/311826	---M--	200	added ('OK')	image/jpeg	etag:%22644629cd-4c212%22	https://codescandy.com/geeks-bootstrap-5/assets/images/ecommerce/ecommerce-img-1.jpg	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/images/ecommerce/ecommerce-img-1.jpg	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:29	476853/476853	---M--	200	added ('OK')	image/jpeg	etag:%22644629cd-746b5%22	https://codescandy.com/geeks-bootstrap-5/assets/images/ecommerce/ecommerce-img-4.jpg	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/images/ecommerce/ecommerce-img-4.jpg	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
19:29:30	154230/154230	---M--	200	added ('OK')	image/jpeg	etag:%22644629cd-25a76%22	https://codescandy.com/geeks-bootstrap-5/assets/images/ecommerce/ecommerce-img-3.jpg	C:/Users/Orange/Desktop/word/admin/codescandy.com/geeks-bootstrap-5/assets/images/ecommerce/ecommerce-img-3.jpg	(from https://codescandy.com/geeks-bootstrap-5/pages/dashboard/ecommerce/products.html)
